설계 지표,결과 지표,① 전체,② 과목 내,③ 고정효과,④ 과목 평균,판정
평가 간격 중앙값,ROC-AUC,0.06543965325395824,-0.234948350436113,-0.11801242236024845,0.2545875386086578,약함
평가 간격 중앙값,PR-AUC 배수,0.1221150672328328,-0.21132225933080556,-0.12140033879164314,0.27277236279499045,약함
평가 간격 중앙값,관리자 명단 비율,0.2833770698943728,-0.15488215280145998,0.024280067758328628,0.1272937693043289,약함
학습 자료 수,25일 전 이탈 비율,0.25804630152456237,-0.4748729531338227,-0.5561829474872954,0.5357142857142857,상충
학습 자료 수,25일 이후 이탈률,0.5482778091473743,0.02766798418972332,0.269339356295878,0.6428571428571429,과목 간 차이만
학습 자료 수,완주자 합격률,-0.4432523997741389,-0.23997741389045738,-0.053642010163749296,-0.8571428571428571,과목 간 차이만
학습 자료 수,ROC-AUC,0.5663466967814794,0.15527950310559005,0.30773574251835123,0.5,일관
학습 자료 수,PR-AUC 배수,0.313382269904009,0.2636928289102202,0.09655561829474874,0.10714285714285714,과목 간 차이만
학습 자료 수,관리자 명단 비율,0.5900621118012422,-0.3359683794466403,-0.515527950310559,0.7142857142857143,상충
자료 유형 수,25일 전 이탈 비율,0.2890129955938956,0.00856108047726816,0.3111236589497459,0.23424374030084533,과목 내 변화만
자료 유형 수,25일 이후 이탈률,0.2786085277525153,-0.02502469677970693,0.032185206098249576,0.37839373433213475,과목 간 차이만
자료 유형 수,완주자 합격률,-0.10924691233449253,0.011195259085658363,-0.14511575381140598,-0.4504687313477795,과목 간 차이만
자료 유형 수,ROC-AUC,0.36415637444830845,-0.02568324143180448,-0.04799548277809147,0.4865062298556018,과목 간 차이만
자료 유형 수,PR-AUC 배수,0.43178541541728,-0.01646361630243877,0.042348955392433656,0.8468812149338254,과목 간 차이만
자료 유형 수,관리자 명단 비율,0.2092454088099804,0.26144222688272767,0.49745906267645396,0.2522624895547565,과목 내 변화만
퀴즈 비중,25일 전 이탈 비율,0.01242586889425886,0.41174811017794133,0.33145115753811405,0.17857142857142858,과목 내 변화만
퀴즈 비중,25일 이후 이탈률,-0.07399040114308685,0.4207851057374023,0.3608130999435347,0.21428571428571427,과목 내 변화만
퀴즈 비중,완주자 합격률,-0.17170291562975878,-0.08754589448227833,0.28176171654432525,-0.07142857142857142,약함
퀴즈 비중,ROC-AUC,-0.2157582689821311,0.05591641002416487,0.33483907396950874,0.0,과목 내 변화만
퀴즈 비중,PR-AUC 배수,-0.36995200571543424,-0.20728608564513643,0.2106154714850367,-0.25,과목 간 차이만
퀴즈 비중,관리자 명단 비율,-0.1632307322927641,0.646709994723927,0.6318464144551101,0.10714285714285714,과목 내 변화만
포럼 비중,25일 전 이탈 비율,0.14285714285714285,0.12027103331451157,0.04912478825522304,0.07142857142857142,약함
포럼 비중,25일 이후 이탈률,-0.000564652738565782,-0.15640880858272163,0.017504234895539244,-0.21428571428571427,약함
포럼 비중,완주자 합격률,0.14059853190287974,-0.02766798418972332,0.09881422924901186,0.5714285714285714,과목 간 차이만
포럼 비중,ROC-AUC,0.057029926595143984,0.23433088650479955,0.5177865612648221,-0.25,과목 내 변화만
포럼 비중,PR-AUC 배수,0.26030491247882553,0.4827780914737436,0.7086391869000565,-0.07142857142857142,과목 내 변화만
포럼 비중,관리자 명단 비율,-0.026538678712591756,-0.20609824957651043,-0.25691699604743085,-0.14285714285714285,약함
25일 클릭 중앙값,25일 전 이탈 비율,0.026546174455916654,-0.39695087521174477,0.37210615471485037,0.0,상충
25일 클릭 중앙값,25일 이후 이탈률,0.33606327236745553,0.3608130999435347,0.2682100508187465,0.21428571428571427,부분
25일 클릭 중앙값,완주자 합격률,0.22931376232132258,0.12140033879164314,0.7041219649915302,0.10714285714285714,과목 내 변화만
25일 클릭 중앙값,ROC-AUC,0.40384073906341295,0.7018633540372671,0.40372670807453415,0.42857142857142855,일관
25일 클릭 중앙값,PR-AUC 배수,0.5840158380301664,0.6024844720496895,0.4522868435911914,0.8571428571428571,일관
25일 클릭 중앙값,관리자 명단 비율,0.1999435267530744,0.24449463579898362,0.34839073969508755,0.17857142857142858,과목 내 변화만
과목 기간,25일 전 이탈 비율,0.02983747037755891,0.18644070772139593,-0.3427442123094297,-0.6666937223947136,부분
과목 기간,25일 이후 이탈률,-0.19910773501947965,-0.39943509199705124,0.5640880858272163,-0.6126374746329801,상충
과목 기간,완주자 합격률,0.8325801830353458,0.7887006908456627,0.09316770186335403,0.9369749612033813,부분
과목 기간,ROC-AUC,-0.19566494997591516,0.21242941243407534,0.4647092038396386,-0.3423562358243124,상충
과목 기간,PR-AUC 배수,0.24673292812212175,0.31751417496795303,0.4398644833427442,0.12613124477737825,과목 내 변화만
과목 기간,관리자 명단 비율,-0.335097744240277,-0.506779741897249,0.007340485601355167,-0.5765999761251577,부분
